"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,123","44.67%","94.35%","1,266","37.82%","5.65%","22,389","44.22%"
"Sex Crime","7,093","15.00%","98.62%","99","2.96%","1.38%","7,192","14.20%"
"Property","9,158","19.37%","89.42%","1,083","32.36%","10.58%","10,241","20.23%"
"Drug","7,448","15.75%","90.59%","774","23.13%","9.41%","8,222","16.24%"
"Habit/DUI","166",".35%","96.51%","6",".18%","3.49%","172",".34%"
"Other","2,299","4.86%","95.08%","119","3.56%","4.92%","2,418","4.78%"
"Total Reported","47,287","100%","93.39%","3,347","100%","6.61%","50,634","100%"
"Not Reported","1221",,,"167",,,"1388",
"Grand Total","48,508",,,"3,514",,,"52,022",
