"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,838","49.04%","94.22%","1,523","42.40%","5.78%","26,361","48.60%"
"Sex Crime","8,214","16.22%","98.55%","121","3.37%","1.45%","8,335","15.37%"
"Property","9,569","18.89%","89.66%","1,104","30.73%","10.34%","10,673","19.68%"
"Drug","5,935","11.72%","89.58%","690","19.21%","10.42%","6,625","12.22%"
"Habit/DUI","92",".18%","81.42%","21",".58%","18.58%","113",".21%"
"Other","1,996","3.94%","93.75%","133","3.70%","6.25%","2,129","3.93%"
"Total Reported","50,644","100%","93.38%","3,592","100%","6.62%","54,236","100%"
