"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,739","50.38%","94.16%","1,533","44.38%","5.84%","26,272","49.98%"
"Sex Crime","8,238","16.77%","98.51%","125","3.62%","1.49%","8,363","15.91%"
"Property","8,559","17.43%","89.55%","999","28.92%","10.45%","9,558","18.18%"
"Drug","5,512","11.22%","89.41%","653","18.91%","10.59%","6,165","11.73%"
"Habit/DUI","85",".17%","82.52%","18",".52%","17.48%","103",".20%"
"Other","1,976","4.02%","94.01%","126","3.65%","5.99%","2,102","4.00%"
"Total Reported","49,109","100%","93.43%","3,454","100%","6.57%","52,563","100%"
"Not Reported","418",,,"39",,,"457",
"Grand Total","49,527",,,"3,493",,,"53,020",
