"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,324","45.10%","94.26%","1,359","36.32%","5.74%","23,683","44.48%"
"Sex Crime","7,677","15.51%","98.68%","103","2.75%","1.32%","7,780","14.61%"
"Property","9,300","18.79%","88.26%","1,237","33.06%","11.74%","10,537","19.79%"
"Drug","8,062","16.29%","89.89%","907","24.24%","10.11%","8,969","16.84%"
"Habit/DUI","122",".25%","93.85%","8",".21%","6.15%","130",".24%"
"Other","2,019","4.08%","94.04%","128","3.42%","5.96%","2,147","4.03%"
"Total Reported","49,504","100%","92.97%","3,742","100%","7.03%","53,246","100%"
"Not Reported","20",,,"2",,,"22",
"Grand Total","49,524",,,"3,744",,,"53,268",
