"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent/Sex","27,678","60.66%","95.63%","1,266","44.69%","4.37%","28,944","59.73%"
"Property","8,884","19.47%","90.71%","910","32.12%","9.29%","9,794","20.21%"
"Drug","6,804","14.91%","92.61%","543","19.17%","7.39%","7,347","15.16%"
"Other","2,262","4.96%","95.20%","114","4.02%","4.80%","2,376","4.90%"
"Total Reported","45,628","100%","94.15%","2,833","100%","5.85%","48,461","100%"
