"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,743","52.46%","93.74%","1,785","44.88%","6.26%","28,528","51.91%"
"Sex Crime","8,670","17.01%","98.37%","144","3.62%","1.63%","8,814","16.04%"
"Property","7,453","14.62%","89.20%","902","22.68%","10.80%","8,355","15.20%"
"Drug","5,305","10.41%","85.52%","898","22.58%","14.48%","6,203","11.29%"
"Habit/DUI","96",".19%","87.27%","14",".35%","12.73%","110",".20%"
"Other","2,708","5.31%","92.05%","234","5.88%","7.95%","2,942","5.35%"
"Total Reported","50,975","100%","92.76%","3,977","100%","7.24%","54,952","100%"
"Not Reported","95",,,"0",,,"95",
"Grand Total","51,070",,,"3,977",,,"55,047",
