"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,479","50.98%","94.03%","1,617","43.13%","5.97%","27,096","50.43%"
"Sex Crime","8,221","16.45%","98.42%","132","3.52%","1.58%","8,353","15.55%"
"Property","8,489","16.98%","88.96%","1,054","28.11%","11.04%","9,543","17.76%"
"Drug","5,507","11.02%","87.99%","752","20.06%","12.01%","6,259","11.65%"
"Habit/DUI","104",".21%","90.43%","11",".29%","9.57%","115",".21%"
"Other","2,182","4.37%","92.26%","183","4.88%","7.74%","2,365","4.40%"
"Total Reported","49,982","100%","93.02%","3,749","100%","6.98%","53,731","100%"
