"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,688","53.56%","93.82%","1,757","47.14%","6.18%","28,445","53.12%"
"Sex Crime","8,708","17.48%","98.47%","135","3.62%","1.53%","8,843","16.51%"
"Property","6,826","13.70%","89.77%","778","20.87%","10.23%","7,604","14.20%"
"Drug","4,868","9.77%","85.21%","845","22.67%","14.79%","5,713","10.67%"
"Habit/DUI","93",".19%","89.42%","11",".30%","10.58%","104",".19%"
"Other","2,643","5.30%","92.93%","201","5.39%","7.07%","2,844","5.31%"
"Total Reported","49,826","100%","93.04%","3,727","100%","6.96%","53,553","100%"
"Not Reported","95",,,"0",,,"95",
"Grand Total","49,921",,,"3,727",,,"53,648",
