"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,928","55.21%","93.82%","1,641","51.41%","6.18%","26,569","54.96%"
"Sex Crime","8,140","18.03%","98.49%","125","3.92%","1.51%","8,265","17.10%"
"Property","5,690","12.60%","90.89%","570","17.86%","9.11%","6,260","12.95%"
"Drug","4,114","9.11%","85.85%","678","21.24%","14.15%","4,792","9.91%"
"Habit/DUI","74",".16%","89.16%","9",".28%","10.84%","83",".17%"
"Other","2,202","4.88%","92.87%","169","5.29%","7.13%","2,371","4.90%"
"Total Reported","45,148","100%","93.4%","3,192","100%","6.6%","48,340","100%"
