"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,939","43.23%","94.55%","1,264","36.26%","5.45%","23,203","42.78%"
"Sex Crime","7,606","14.99%","98.66%","103","2.95%","1.34%","7,709","14.21%"
"Property","9,807","19.32%","89.72%","1,124","32.24%","10.28%","10,931","20.15%"
"Drug","8,809","17.36%","91.34%","835","23.95%","8.66%","9,644","17.78%"
"Habit/DUI","152",".30%","93.25%","11",".32%","6.75%","163",".30%"
"Other","2,441","4.81%","94.25%","149","4.27%","5.75%","2,590","4.78%"
"Total Reported","50,754","100%","93.57%","3,486","100%","6.43%","54,240","100%"
"Not Reported","53",,,"13",,,"66",
"Grand Total","50,807",,,"3,499",,,"54,306",
