"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,705","45.79%","94.27%","1,380","37.74%","5.73%","24,085","45.24%"
"Sex Crime","7,642","15.41%","98.62%","107","2.93%","1.38%","7,749","14.55%"
"Property","9,335","18.83%","88.63%","1,198","32.76%","11.37%","10,533","19.78%"
"Drug","7,759","15.65%","90.26%","837","22.89%","9.74%","8,596","16.14%"
"Habit/DUI","106",".21%","92.98%","8",".22%","7.02%","114",".21%"
"Other","2,040","4.11%","94.14%","127","3.47%","5.86%","2,167","4.07%"
"Total Reported","49,587","100%","93.13%","3,657","100%","6.87%","53,244","100%"
"Not Reported","31",,,"4",,,"35",
"Grand Total","49,618",,,"3,661",,,"53,279",
