"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,786","49.78%","94.15%","1,539","43.70%","5.85%","26,325","49.38%"
"Sex Crime","8,207","16.48%","98.51%","124","3.52%","1.49%","8,331","15.63%"
"Property","9,004","18.08%","89.56%","1,050","29.81%","10.44%","10,054","18.86%"
"Drug","5,741","11.53%","89.80%","652","18.51%","10.20%","6,393","11.99%"
"Habit/DUI","84",".17%","80.77%","20",".57%","19.23%","104",".20%"
"Other","1,969","3.95%","93.49%","137","3.89%","6.51%","2,106","3.95%"
"Total Reported","49,791","100%","93.39%","3,522","100%","6.61%","53,313","100%"
"Not Reported","395",,,"29",,,"424",
"Grand Total","50,186",,,"3,551",,,"53,737",
