"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,119","44.94%","94.31%","1,335","35.98%","5.69%","23,454","44.31%"
"Sex Crime","7,560","15.36%","98.64%","104","2.80%","1.36%","7,664","14.48%"
"Property","9,221","18.74%","88.37%","1,214","32.72%","11.63%","10,435","19.72%"
"Drug","8,193","16.65%","89.91%","919","24.77%","10.09%","9,112","17.22%"
"Habit/DUI","122",".25%","96.06%","5",".13%","3.94%","127",".24%"
"Other","2,003","4.07%","93.77%","133","3.58%","6.23%","2,136","4.04%"
"Total Reported","49,218","100%","92.99%","3,710","100%","7.01%","52,928","100%"
"Not Reported","23",,,"1",,,"24",
"Grand Total","49,241",,,"3,711",,,"52,952",
