"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,989","55.57%","93.74%","1,670","50.20%","6.26%","26,659","55.20%"
"Sex Crime","8,416","18.71%","98.40%","137","4.12%","1.60%","8,553","17.71%"
"Property","5,016","11.15%","89.64%","580","17.43%","10.36%","5,596","11.59%"
"Drug","3,946","8.77%","85.06%","693","20.83%","14.94%","4,639","9.61%"
"Habit/DUI","89",".20%","90.82%","9",".27%","9.18%","98",".20%"
"Other","2,514","5.59%","91.35%","238","7.15%","8.65%","2,752","5.70%"
"Total Reported","44,970","100%","93.11%","3,327","100%","6.89%","48,297","100%"
"Not Reported","107",,,"2",,,"109",
"Grand Total","45,077",,,"3,329",,,"48,406",
