"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,802","50.15%","94.14%","1,543","44.11%","5.86%","26,345","49.75%"
"Sex Crime","8,240","16.66%","98.53%","123","3.52%","1.47%","8,363","15.79%"
"Property","8,981","18.16%","89.50%","1,054","30.13%","10.50%","10,035","18.95%"
"Drug","5,382","10.88%","89.66%","621","17.75%","10.34%","6,003","11.34%"
"Habit/DUI","92",".19%","84.40%","17",".49%","15.60%","109",".21%"
"Other","1,955","3.95%","93.32%","140","4.00%","6.68%","2,095","3.96%"
"Total Reported","49,452","100%","93.39%","3,498","100%","6.61%","52,950","100%"
