"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,527","49.33%","94.01%","1,563","44.14%","5.99%","26,090","48.99%"
"Sex Crime","8,236","16.57%","98.45%","130","3.67%","1.55%","8,366","15.71%"
"Property","9,162","18.43%","89.77%","1,044","29.48%","10.23%","10,206","19.16%"
"Drug","5,550","11.16%","89.70%","637","17.99%","10.30%","6,187","11.62%"
"Habit/DUI","109",".22%","90.08%","12",".34%","9.92%","121",".23%"
"Other","2,132","4.29%","93.22%","155","4.38%","6.78%","2,287","4.29%"
"Total Reported","49,716","100%","93.35%","3,541","100%","6.65%","53,257","100%"
"Not Reported","75",,,"0",,,"75",
"Grand Total","49,791",,,"3,541",,,"53,332",
