"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,029","55.47%","93.72%","1,677","50.18%","6.28%","26,706","55.11%"
"Sex Crime","8,440","18.71%","98.40%","137","4.10%","1.60%","8,577","17.70%"
"Property","5,030","11.15%","89.87%","567","16.97%","10.13%","5,597","11.55%"
"Drug","3,968","8.79%","84.71%","716","21.42%","15.29%","4,684","9.67%"
"Habit/DUI","79",".18%","89.77%","9",".27%","10.23%","88",".18%"
"Other","2,574","5.70%","91.60%","236","7.06%","8.40%","2,810","5.80%"
"Total Reported","45,120","100%","93.1%","3,342","100%","6.9%","48,462","100%"
