"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,034","55.68%","94.03%","1,526","51.89%","5.97%","25,560","55.44%"
"Sex Crime","7,885","18.27%","98.59%","113","3.84%","1.41%","7,998","17.35%"
"Property","5,262","12.19%","91.83%","468","15.91%","8.17%","5,730","12.43%"
"Drug","3,851","8.92%","85.63%","646","21.97%","14.37%","4,497","9.75%"
"Habit/DUI","70",".16%","87.50%","10",".34%","12.50%","80",".17%"
"Other","2,059","4.77%","92.04%","178","6.05%","7.96%","2,237","4.85%"
"Total Reported","43,161","100%","93.62%","2,941","100%","6.38%","46,102","100%"
