"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,918","48.00%","94.26%","1,518","39.86%","5.74%","26,436","47.44%"
"Sex Crime","8,187","15.77%","98.60%","116","3.05%","1.40%","8,303","14.90%"
"Property","10,331","19.90%","89.24%","1,245","32.69%","10.76%","11,576","20.77%"
"Drug","6,384","12.30%","89.22%","771","20.25%","10.78%","7,155","12.84%"
"Habit/DUI","97",".19%","85.09%","17",".45%","14.91%","114",".20%"
"Other","1,996","3.84%","93.40%","141","3.70%","6.60%","2,137","3.84%"
"Total Reported","51,913","100%","93.17%","3,808","100%","6.83%","55,721","100%"
"Not Reported","248",,,"18",,,"266",
"Grand Total","52,161",,,"3,826",,,"55,987",
