"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,331","52.01%","94.02%","1,674","43.94%","5.98%","28,005","51.45%"
"Sex Crime","8,249","16.29%","98.47%","128","3.36%","1.53%","8,377","15.39%"
"Property","8,152","16.10%","88.85%","1,023","26.85%","11.15%","9,175","16.85%"
"Drug","5,379","10.63%","87.22%","788","20.68%","12.78%","6,167","11.33%"
"Habit/DUI","92",".18%","88.46%","12",".31%","11.54%","104",".19%"
"Other","2,422","4.78%","92.90%","185","4.86%","7.10%","2,607","4.79%"
"Total Reported","50,625","100%","93%","3,810","100%","7%","54,435","100%"
"Not Reported","75",,,"0",,,"75",
"Grand Total","50,700",,,"3,810",,,"54,510",
