"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,315","47.12%","94.37%","1,392","39.62%","5.63%","24,707","46.62%"
"Sex Crime","7,682","15.53%","98.63%","107","3.05%","1.37%","7,789","14.70%"
"Property","9,546","19.29%","89.30%","1,144","32.56%","10.70%","10,690","20.17%"
"Drug","6,783","13.71%","90.09%","746","21.24%","9.91%","7,529","14.21%"
"Habit/DUI","118",".24%","95.93%","5",".14%","4.07%","123",".23%"
"Other","2,034","4.11%","94.47%","119","3.39%","5.53%","2,153","4.06%"
"Total Reported","49,478","100%","93.37%","3,513","100%","6.63%","52,991","100%"
"Not Reported","1709",,,"204",,,"1913",
"Grand Total","51,187",,,"3,717",,,"54,904",
