"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,981","52.77%","93.67%","1,824","45.71%","6.33%","28,805","52.26%"
"Sex Crime","8,775","17.16%","98.44%","139","3.48%","1.56%","8,914","16.17%"
"Property","7,320","14.32%","89.64%","846","21.20%","10.36%","8,166","14.81%"
"Drug","5,162","10.10%","84.58%","941","23.58%","15.42%","6,103","11.07%"
"Habit/DUI","96",".19%","84.96%","17",".43%","15.04%","113",".21%"
"Other","2,797","5.47%","92.62%","223","5.59%","7.38%","3,020","5.48%"
"Total Reported","51,131","100%","92.76%","3,990","100%","7.24%","55,121","100%"
"Not Reported","97",,,"0",,,"97",
"Grand Total","51,228",,,"3,990",,,"55,218",
