"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,047","51.48%","94.04%","1,651","43.17%","5.96%","27,698","50.89%"
"Sex Crime","8,223","16.25%","98.38%","135","3.53%","1.62%","8,358","15.36%"
"Property","8,310","16.42%","88.76%","1,052","27.51%","11.24%","9,362","17.20%"
"Drug","5,553","10.97%","87.68%","780","20.40%","12.32%","6,333","11.64%"
"Habit/DUI","98",".19%","90.74%","10",".26%","9.26%","108",".20%"
"Other","2,369","4.68%","92.36%","196","5.13%","7.64%","2,565","4.71%"
"Total Reported","50,600","100%","92.97%","3,824","100%","7.03%","54,424","100%"
