"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,604","52.31%","93.86%","1,740","44.24%","6.14%","28,344","51.73%"
"Sex Crime","8,587","16.88%","98.45%","135","3.43%","1.55%","8,722","15.92%"
"Property","7,693","15.13%","89.04%","947","24.08%","10.96%","8,640","15.77%"
"Drug","5,305","10.43%","85.77%","880","22.37%","14.23%","6,185","11.29%"
"Habit/DUI","103",".20%","88.79%","13",".33%","11.21%","116",".21%"
"Other","2,564","5.04%","92.16%","218","5.54%","7.84%","2,782","5.08%"
"Total Reported","50,856","100%","92.82%","3,933","100%","7.18%","54,789","100%"
