"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,492","52.02%","94.01%","1,689","43.97%","5.99%","28,181","51.46%"
"Sex Crime","8,306","16.31%","98.47%","129","3.36%","1.53%","8,435","15.40%"
"Property","8,202","16.11%","88.97%","1,017","26.48%","11.03%","9,219","16.83%"
"Drug","5,394","10.59%","87.07%","801","20.85%","12.93%","6,195","11.31%"
"Habit/DUI","96",".19%","88.89%","12",".31%","11.11%","108",".20%"
"Other","2,432","4.78%","92.65%","193","5.02%","7.35%","2,625","4.79%"
"Total Reported","50,922","100%","92.99%","3,841","100%","7.01%","54,763","100%"
"Not Reported","83",,,"1",,,"84",
"Grand Total","51,005",,,"3,842",,,"54,847",
