"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,083","44.19%","94.48%","1,232","36.49%","5.52%","22,315","43.68%"
"Sex Crime","7,106","14.89%","98.64%","98","2.90%","1.36%","7,204","14.10%"
"Property","9,000","18.86%","89.31%","1,077","31.90%","10.69%","10,077","19.73%"
"Drug","8,142","17.07%","90.70%","835","24.73%","9.30%","8,977","17.57%"
"Habit/DUI","144",".30%","94.12%","9",".27%","5.88%","153",".30%"
"Other","2,236","4.69%","94.71%","125","3.70%","5.29%","2,361","4.62%"
"Total Reported","47,711","100%","93.39%","3,376","100%","6.61%","51,087","100%"
