"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,246","51.06%","94.11%","1,579","44.03%","5.89%","26,825","50.59%"
"Sex Crime","8,175","16.53%","98.40%","133","3.71%","1.60%","8,308","15.67%"
"Property","8,430","17.05%","89.32%","1,008","28.11%","10.68%","9,438","17.80%"
"Drug","5,445","11.01%","88.75%","690","19.24%","11.25%","6,135","11.57%"
"Habit/DUI","92",".19%","86.79%","14",".39%","13.21%","106",".20%"
"Other","2,054","4.15%","92.69%","162","4.52%","7.31%","2,216","4.18%"
"Total Reported","49,442","100%","93.24%","3,586","100%","6.76%","53,028","100%"
