"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,431","52.39%","93.93%","1,707","44.55%","6.07%","28,138","51.84%"
"Sex Crime","8,316","16.48%","98.47%","129","3.37%","1.53%","8,445","15.56%"
"Property","7,933","15.72%","89.03%","977","25.50%","10.97%","8,910","16.41%"
"Drug","5,265","10.44%","86.52%","820","21.40%","13.48%","6,085","11.21%"
"Habit/DUI","102",".20%","91.07%","10",".26%","8.93%","112",".21%"
"Other","2,404","4.77%","92.71%","189","4.93%","7.29%","2,593","4.78%"
"Total Reported","50,451","100%","92.94%","3,832","100%","7.06%","54,283","100%"
"Not Reported","95",,,"2",,,"97",
"Grand Total","50,546",,,"3,834",,,"54,380",
