"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,043","44.31%","94.35%","1,260","36.75%","5.65%","22,303","43.80%"
"Sex Crime","7,122","15.00%","98.67%","96","2.80%","1.33%","7,218","14.18%"
"Property","9,070","19.10%","88.96%","1,126","32.84%","11.04%","10,196","20.02%"
"Drug","7,825","16.48%","90.48%","823","24.00%","9.52%","8,648","16.98%"
"Habit/DUI","173",".36%","96.11%","7",".20%","3.89%","180",".35%"
"Other","2,255","4.75%","95.07%","117","3.41%","4.93%","2,372","4.66%"
"Total Reported","47,488","100%","93.27%","3,429","100%","6.73%","50,917","100%"
"Not Reported","1434",,,"143",,,"1577",
"Grand Total","48,922",,,"3,572",,,"52,494",
