"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,104","46.83%","94.23%","1,536","39.36%","5.77%","26,640","46.33%"
"Sex Crime","8,164","15.23%","98.61%","115","2.95%","1.39%","8,279","14.40%"
"Property","10,960","20.45%","89.38%","1,302","33.37%","10.62%","12,262","21.32%"
"Drug","7,217","13.46%","89.94%","807","20.68%","10.06%","8,024","13.95%"
"Habit/DUI","118",".22%","93.65%","8",".21%","6.35%","126",".22%"
"Other","2,041","3.81%","93.84%","134","3.43%","6.16%","2,175","3.78%"
"Total Reported","53,604","100%","93.21%","3,902","100%","6.79%","57,506","100%"
