"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,779","51.29%","94.04%","1,633","43.55%","5.96%","27,412","50.75%"
"Sex Crime","8,225","16.36%","98.41%","133","3.55%","1.59%","8,358","15.47%"
"Property","8,307","16.53%","89.04%","1,022","27.25%","10.96%","9,329","17.27%"
"Drug","5,540","11.02%","87.77%","772","20.59%","12.23%","6,312","11.69%"
"Habit/DUI","107",".21%","90.68%","11",".29%","9.32%","118",".22%"
"Other","2,304","4.58%","92.79%","179","4.77%","7.21%","2,483","4.60%"
"Total Reported","50,262","100%","93.06%","3,750","100%","6.94%","54,012","100%"
