"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,818","55.62%","93.79%","1,642","50.23%","6.21%","26,460","55.25%"
"Sex Crime","8,314","18.63%","98.38%","137","4.19%","1.62%","8,451","17.65%"
"Property","5,007","11.22%","89.80%","569","17.41%","10.20%","5,576","11.64%"
"Drug","3,967","8.89%","85.31%","683","20.89%","14.69%","4,650","9.71%"
"Habit/DUI","84",".19%","89.36%","10",".31%","10.64%","94",".20%"
"Other","2,433","5.45%","91.43%","228","6.97%","8.57%","2,661","5.56%"
"Total Reported","44,623","100%","93.17%","3,269","100%","6.83%","47,892","100%"
"Not Reported","103",,,"2",,,"105",
"Grand Total","44,726",,,"3,271",,,"47,997",
