"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,205","55.88%","93.51%","1,818","49.42%","6.49%","28,023","55.41%"
"Sex Crime","8,961","19.11%","98.45%","141","3.83%","1.55%","9,102","18.00%"
"Property","4,891","10.43%","88.32%","647","17.59%","11.68%","5,538","10.95%"
"Drug","3,991","8.51%","83.09%","812","22.07%","16.91%","4,803","9.50%"
"Habit/DUI","68",".15%","90.67%","7",".19%","9.33%","75",".15%"
"Other","2,776","5.92%","91.62%","254","6.90%","8.38%","3,030","5.99%"
"Total Reported","46,892","100%","92.73%","3,679","100%","7.27%","50,571","100%"
"Not Reported","121",,,"3",,,"124",
"Grand Total","47,013",,,"3,682",,,"50,695",
