"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,529","44.78%","94.39%","1,338","36.02%","5.61%","23,867","44.18%"
"Sex Crime","7,732","15.37%","98.66%","105","2.83%","1.34%","7,837","14.51%"
"Property","9,543","18.97%","88.73%","1,212","32.62%","11.27%","10,755","19.91%"
"Drug","8,308","16.51%","89.95%","928","24.98%","10.05%","9,236","17.10%"
"Habit/DUI","128",".25%","94.12%","8",".22%","5.88%","136",".25%"
"Other","2,069","4.11%","94.35%","124","3.34%","5.65%","2,193","4.06%"
"Total Reported","50,309","100%","93.12%","3,715","100%","6.88%","54,024","100%"
"Not Reported","22",,,"3",,,"25",
"Grand Total","50,331",,,"3,718",,,"54,049",
