"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,164","55.80%","93.53%","1,811","49.28%","6.47%","27,975","55.33%"
"Sex Crime","8,947","19.08%","98.44%","142","3.86%","1.56%","9,089","17.98%"
"Property","4,935","10.53%","88.57%","637","17.33%","11.43%","5,572","11.02%"
"Drug","3,981","8.49%","83.02%","814","22.15%","16.98%","4,795","9.48%"
"Habit/DUI","71",".15%","91.03%","7",".19%","8.97%","78",".15%"
"Other","2,788","5.95%","91.35%","264","7.18%","8.65%","3,052","6.04%"
"Total Reported","46,886","100%","92.73%","3,675","100%","7.27%","50,561","100%"
"Not Reported","111",,,"2",,,"113",
"Grand Total","46,997",,,"3,677",,,"50,674",
