"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,859","43.19%","94.48%","1,276","36.16%","5.52%","23,135","42.73%"
"Sex Crime","7,528","14.87%","98.65%","103","2.92%","1.35%","7,631","14.09%"
"Property","9,754","19.27%","89.70%","1,120","31.74%","10.30%","10,874","20.08%"
"Drug","8,880","17.54%","90.99%","879","24.91%","9.01%","9,759","18.02%"
"Habit/DUI","159",".31%","95.78%","7",".20%","4.22%","166",".31%"
"Other","2,436","4.81%","94.42%","144","4.08%","5.58%","2,580","4.76%"
"Total Reported","50,616","100%","93.48%","3,529","100%","6.52%","54,145","100%"
"Not Reported","95",,,"16",,,"111",
"Grand Total","50,711",,,"3,545",,,"54,256",
