"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,635","50.16%","94.18%","1,521","44.22%","5.82%","26,156","49.77%"
"Sex Crime","8,213","16.72%","98.50%","125","3.63%","1.50%","8,338","15.86%"
"Property","8,652","17.62%","89.58%","1,006","29.24%","10.42%","9,658","18.38%"
"Drug","5,557","11.31%","89.69%","639","18.58%","10.31%","6,196","11.79%"
"Habit/DUI","86",".18%","81.90%","19",".55%","18.10%","105",".20%"
"Other","1,973","4.02%","93.82%","130","3.78%","6.18%","2,103","4.00%"
"Total Reported","49,116","100%","93.45%","3,440","100%","6.55%","52,556","100%"
