"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,334","54.41%","93.87%","1,721","49.31%","6.13%","28,055","54.06%"
"Sex Crime","8,585","17.74%","98.50%","131","3.75%","1.50%","8,716","16.80%"
"Property","6,357","13.13%","90.14%","695","19.91%","9.86%","7,052","13.59%"
"Drug","4,585","9.47%","85.86%","755","21.63%","14.14%","5,340","10.29%"
"Habit/DUI","87",".18%","89.69%","10",".29%","10.31%","97",".19%"
"Other","2,454","5.07%","93.24%","178","5.10%","6.76%","2,632","5.07%"
"Total Reported","48,402","100%","93.27%","3,490","100%","6.73%","51,892","100%"
"Not Reported","94",,,"0",,,"94",
"Grand Total","48,496",,,"3,490",,,"51,986",
