"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,042","47.14%","94.28%","1,397","38.00%","5.72%","24,441","46.50%"
"Sex Crime","7,671","15.69%","98.52%","115","3.13%","1.48%","7,786","14.81%"
"Property","9,092","18.60%","88.21%","1,212","32.97%","11.76%","10,307","19.61%"
"Drug","7,068","14.46%","89.65%","816","22.20%","10.35%","7,884","15.00%"
"Habit/DUI","92",".19%","93.88%","6",".16%","6.12%","98",".19%"
"Other","1,919","3.93%","93.61%","130","3.54%","6.34%","2,050","3.90%"
"Total Reported","48,884","100%","93%","3,676","100%","6.99%","52,566","100%"
"Not Reported","295",,,"64",,,"359",
"Grand Total","49,179",,,"3,740",,,"52,925",
