"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,023","52.49%","93.68%","1,822","44.92%","6.32%","28,845","51.94%"
"Sex Crime","8,790","17.07%","98.43%","140","3.45%","1.57%","8,930","16.08%"
"Property","7,444","14.46%","89.35%","887","21.87%","10.65%","8,331","15.00%"
"Drug","5,317","10.33%","84.73%","958","23.62%","15.27%","6,275","11.30%"
"Habit/DUI","97",".19%","85.84%","16",".39%","14.16%","113",".20%"
"Other","2,813","5.46%","92.35%","233","5.74%","7.65%","3,046","5.48%"
"Total Reported","51,484","100%","92.7%","4,056","100%","7.3%","55,540","100%"
