"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,103","55.71%","94.01%","1,537","52.19%","5.99%","25,640","55.48%"
"Sex Crime","7,918","18.30%","98.53%","118","4.01%","1.47%","8,036","17.39%"
"Property","5,277","12.20%","91.74%","475","16.13%","8.26%","5,752","12.45%"
"Drug","3,843","8.88%","85.61%","646","21.94%","14.39%","4,489","9.71%"
"Habit/DUI","66",".15%","88.00%","9",".31%","12.00%","75",".16%"
"Other","2,061","4.76%","92.80%","160","5.43%","7.20%","2,221","4.81%"
"Total Reported","43,268","100%","93.63%","2,945","100%","6.37%","46,213","100%"
