"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,201","55.50%","93.99%","1,548","51.84%","6.01%","25,749","55.26%"
"Sex Crime","7,986","18.31%","98.52%","120","4.02%","1.48%","8,106","17.40%"
"Property","5,258","12.06%","91.48%","490","16.41%","8.52%","5,748","12.34%"
"Drug","3,949","9.06%","85.87%","650","21.77%","14.13%","4,599","9.87%"
"Habit/DUI","75",".17%","89.29%","9",".30%","10.71%","84",".18%"
"Other","2,140","4.91%","92.68%","169","5.66%","7.32%","2,309","4.96%"
"Total Reported","43,609","100%","93.59%","2,986","100%","6.41%","46,595","100%"
"Not Reported","106",,,"1",,,"107",
"Grand Total","43,715",,,"2,987",,,"46,702",
