"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,249","43.90%","94.46%","1,246","36.82%","5.54%","22,495","43.43%"
"Sex Crime","7,218","14.91%","98.65%","99","2.93%","1.35%","7,317","14.13%"
"Property","9,149","18.90%","89.46%","1,078","31.86%","10.54%","10,227","19.75%"
"Drug","8,369","17.29%","91.13%","815","24.08%","8.87%","9,184","17.73%"
"Habit/DUI","146",".30%","95.42%","7",".21%","4.58%","153",".30%"
"Other","2,276","4.70%","94.24%","139","4.11%","5.76%","2,415","4.66%"
"Total Reported","48,407","100%","93.47%","3,384","100%","6.53%","51,791","100%"
