"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","20,875","44.26%","94.41%","1,235","37.05%","5.59%","22,110","43.79%"
"Sex Crime","7,074","15.00%","98.63%","98","2.94%","1.37%","7,172","14.20%"
"Property","8,958","18.99%","89.29%","1,074","32.22%","10.71%","10,032","19.87%"
"Drug","7,883","16.71%","90.68%","810","24.30%","9.32%","8,693","17.22%"
"Habit/DUI","154",".33%","94.48%","9",".27%","5.52%","163",".32%"
"Other","2,218","4.70%","95.40%","107","3.21%","4.60%","2,325","4.60%"
"Total Reported","47,162","100%","93.4%","3,333","100%","6.6%","50,495","100%"
