"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Polk","147",".30%","95.45%","7",".19%","4.55%","154",".29%"
"Pulaski","74",".15%","90.24%","8",".22%","9.76%","82",".16%"
"Putnam","133",".27%","95.00%","7",".19%","5.00%","140",".27%"
"Quitman","14",".03%","93.33%","1",".03%","6.67%","15",".03%"
"Rabun","58",".12%","90.63%","6",".16%","9.38%","64",".12%"
"Randolph","54",".11%","90.00%","6",".16%","10.00%","60",".11%"
"Richmond","1,723","3.52%","94.26%","105","2.86%","5.74%","1,828","3.47%"
"Rockdale","462",".94%","90.23%","50","1.36%","9.77%","512",".97%"
"Schley","25",".05%","96.15%","1",".03%","3.85%","26",".05%"
"Screven","119",".24%","91.54%","11",".30%","8.46%","130",".25%"
"Seminole","63",".13%","88.73%","8",".22%","11.27%","71",".13%"
"Spalding","578","1.18%","91.60%","53","1.44%","8.40%","631","1.20%"
"Stephens","184",".38%","92.93%","14",".38%","7.07%","198",".38%"
"Stewart","30",".06%","93.75%","2",".05%","6.25%","32",".06%"
"Sumter","252",".51%","95.45%","12",".33%","4.55%","264",".50%"
"Talbot","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"Taliaferro","28",".06%","93.33%","2",".05%","6.67%","30",".06%"
"Tattnall","174",".36%","93.05%","13",".35%","6.95%","187",".36%"
"Taylor","95",".19%","95.00%","5",".14%","5.00%","100",".19%"
"Telfair","121",".25%","90.30%","13",".35%","9.70%","134",".25%"
"Terrell","83",".17%","98.81%","1",".03%","1.19%","84",".16%"
"Thomas","292",".60%","91.25%","28",".76%","8.75%","320",".61%"
"Tift","295",".60%","96.09%","12",".33%","3.91%","307",".58%"
"Toombs","278",".57%","90.26%","30",".82%","9.74%","308",".59%"
"Towns","48",".10%","90.57%","5",".14%","9.43%","53",".10%"
"Treutlen","90",".18%","98.90%","1",".03%","1.10%","91",".17%"
"Troup","703","1.44%","90.59%","73","1.99%","9.41%","776","1.47%"
"Turner","83",".17%","97.65%","2",".05%","2.35%","85",".16%"
"Twiggs","63",".13%","86.30%","10",".27%","13.70%","73",".14%"
"Union","78",".16%","88.64%","10",".27%","11.36%","88",".17%"
"Upson","218",".45%","93.97%","14",".38%","6.03%","232",".44%"
"Walker","397",".81%","91.26%","38","1.03%","8.74%","435",".83%"
"Walton","406",".83%","92.06%","35",".95%","7.94%","441",".84%"
"Ware","336",".69%","94.12%","21",".57%","5.88%","357",".68%"
"Warren","46",".09%","93.88%","3",".08%","6.12%","49",".09%"
"Washington","113",".23%","93.39%","8",".22%","6.61%","121",".23%"
"Wayne","167",".34%","91.26%","16",".44%","8.74%","183",".35%"
"Webster","8",".02%","100.00%","","","","8",".02%"
