"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Pike County","45",".10%","91.84%","4",".12%","8.16%","49",".10%"
"Polk County","205",".46%","91.93%","18",".55%","8.07%","223",".46%"
"Pulaski County","37",".08%","86.05%","6",".18%","13.95%","43",".09%"
"Putnam County","155",".35%","95.09%","8",".24%","4.91%","163",".34%"
"Quitman County","7",".02%","100.00%","","","","7",".01%"
"Rabun County","65",".15%","89.04%","8",".24%","10.96%","73",".15%"
"Randolph County","47",".11%","94.00%","3",".09%","6.00%","50",".10%"
"Richmond County","1,515","3.39%","94.16%","94","2.87%","5.84%","1,609","3.35%"
"Rockdale County","441",".99%","94.03%","28",".86%","5.97%","469",".98%"
"Schley County","20",".04%","95.24%","1",".03%","4.76%","21",".04%"
"Screven County","102",".23%","95.33%","5",".15%","4.67%","107",".22%"
"Seminole County","67",".15%","89.33%","8",".24%","10.67%","75",".16%"
"Spalding County","427",".95%","91.63%","39","1.19%","8.37%","466",".97%"
"Stephens County","123",".28%","96.85%","4",".12%","3.15%","127",".26%"
"Stewart County","22",".05%","88.00%","3",".09%","12.00%","25",".05%"
"Sumter County","199",".44%","96.60%","7",".21%","3.40%","206",".43%"
"Talbot County","21",".05%","91.30%","2",".06%","8.70%","23",".05%"
"Taliaferro County","15",".03%","100.00%","","","","15",".03%"
"Tattnall County","169",".38%","85.35%","29",".89%","14.65%","198",".41%"
"Taylor County","46",".10%","93.88%","3",".09%","6.12%","49",".10%"
"Telfair County","94",".21%","92.16%","8",".24%","7.84%","102",".21%"
"Terrell County","67",".15%","97.10%","2",".06%","2.90%","69",".14%"
"Thomas County","217",".49%","95.18%","11",".34%","4.82%","228",".48%"
"Tift County","298",".67%","95.51%","14",".43%","4.49%","312",".65%"
"Toombs County","276",".62%","90.79%","28",".86%","9.21%","304",".63%"
"Towns County","53",".12%","77.94%","15",".46%","22.06%","68",".14%"
"Treutlen County","62",".14%","98.41%","1",".03%","1.59%","63",".13%"
"Troup County","573","1.28%","93.47%","40","1.22%","6.53%","613","1.28%"
"Turner County","47",".11%","95.92%","2",".06%","4.08%","49",".10%"
"Twiggs County","35",".08%","87.50%","5",".15%","12.50%","40",".08%"
"Union County","80",".18%","86.96%","12",".37%","13.04%","92",".19%"
"Upson County","178",".40%","93.19%","13",".40%","6.81%","191",".40%"
"Walker County","406",".91%","91.24%","39","1.19%","8.76%","445",".93%"
"Walton County","624","1.40%","90.57%","65","1.99%","9.43%","689","1.44%"
"Ware County","237",".53%","89.10%","29",".89%","10.90%","266",".55%"
"Warren County","27",".06%","84.38%","5",".15%","15.63%","32",".07%"
"Washington County","169",".38%","92.35%","14",".43%","7.65%","183",".38%"
"Wayne County","189",".42%","90.00%","21",".64%","10.00%","210",".44%"
