"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Unknown","269","0.54%","97.11%","8","0.2%","2.89%","277","0.52%"
"Appling County","118","0.24%","94.4%","7","0.17%","5.6%","125","0.23%"
"Atkinson County","42","0.08%","93.33%","3","0.07%","6.67%","45","0.08%"
"Bacon County","80","0.16%","93.02%","6","0.15%","6.98%","86","0.16%"
"Baker County","15","0.03%","83.33%","3","0.07%","16.67%","18","0.03%"
"Baldwin County","344","0.7%","88.89%","43","1.07%","11.11%","387","0.72%"
"Banks County","101","0.2%","87.83%","14","0.35%","12.17%","115","0.21%"
"Barrow County","393","0.79%","89.32%","47","1.17%","10.68%","440","0.82%"
"Bartow County","542","1.1%","89.74%","62","1.54%","10.26%","604","1.13%"
"Ben Hill County","233","0.47%","90.66%","24","0.6%","9.34%","257","0.48%"
"Berrien County","145","0.29%","91.77%","13","0.32%","8.23%","158","0.3%"
"Bibb County","985","1.99%","95.08%","51","1.27%","4.92%","1,036","1.94%"
"Bleckley County","65","0.13%","91.55%","6","0.15%","8.45%","71","0.13%"
"Brantley County","77","0.16%","86.52%","12","0.3%","13.48%","89","0.17%"
"Brooks County","65","0.13%","94.2%","4","0.1%","5.8%","69","0.13%"
"Bryan County","115","0.23%","92.0%","10","0.25%","8.0%","125","0.23%"
"Bulloch County","574","1.16%","93.79%","38","0.95%","6.21%","612","1.14%"
"Burke County","209","0.42%","97.21%","6","0.15%","2.79%","215","0.4%"
"Butts County","144","0.29%","88.34%","19","0.47%","11.66%","163","0.3%"
"Calhoun County","30","0.06%","93.75%","2","0.05%","6.25%","32","0.06%"
"Camden County","181","0.37%","90.95%","18","0.45%","9.05%","199","0.37%"
"Candler County","92","0.19%","92.93%","7","0.17%","7.07%","99","0.18%"
"Carroll County","643","1.3%","92.65%","51","1.27%","7.35%","694","1.3%"
"Catoosa County","394","0.8%","85.65%","66","1.64%","14.35%","460","0.86%"
"Charlton County","67","0.14%","88.16%","9","0.22%","11.84%","76","0.14%"
"Chatham County","1,398","2.82%","95.04%","73","1.82%","4.96%","1,471","2.75%"
"Chattahoochee County","16","0.03%","100.0%","","","","16","0.03%"
