"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Terrell County","46","0.09%","93.88%","3","0.08%","6.12%","49","0.09%"
"Thomas County","221","0.45%","95.67%","10","0.25%","4.33%","231","0.44%"
"Tift County","316","0.65%","95.76%","14","0.35%","4.24%","330","0.62%"
"Toombs County","293","0.6%","93.91%","19","0.48%","6.09%","312","0.59%"
"Towns County","54","0.11%","83.08%","11","0.28%","16.92%","65","0.12%"
"Treutlen County","64","0.13%","94.12%","4","0.1%","5.88%","68","0.13%"
"Troup County","584","1.2%","92.41%","48","1.2%","7.59%","632","1.2%"
"Turner County","55","0.11%","94.83%","3","0.08%","5.17%","58","0.11%"
"Twiggs County","37","0.08%","92.5%","3","0.08%","7.5%","40","0.08%"
"Union County","77","0.16%","84.62%","14","0.35%","15.38%","91","0.17%"
"Upson County","205","0.42%","92.34%","17","0.43%","7.66%","222","0.42%"
"Walker County","391","0.8%","90.51%","41","1.03%","9.49%","432","0.82%"
"Walton County","651","1.33%","90.54%","68","1.7%","9.46%","719","1.36%"
"Ware County","263","0.54%","89.46%","31","0.78%","10.54%","294","0.56%"
"Warren County","27","0.06%","93.1%","2","0.05%","6.9%","29","0.05%"
"Washington County","179","0.37%","95.21%","9","0.23%","4.79%","188","0.36%"
"Wayne County","183","0.37%","89.71%","21","0.53%","10.29%","204","0.39%"
"Webster County","16","0.03%","94.12%","1","0.03%","5.88%","17","0.03%"
"Wheeler County","23","0.05%","82.14%","5","0.13%","17.86%","28","0.05%"
"White County","102","0.21%","94.44%","6","0.15%","5.56%","108","0.2%"
"Whitfield County","775","1.59%","87.97%","106","2.65%","12.03%","881","1.67%"
"Wilcox County","64","0.13%","92.75%","5","0.13%","7.25%","69","0.13%"
"Wilkes County","64","0.13%","96.97%","2","0.05%","3.03%","66","0.12%"
"Wilkinson County","40","0.08%","97.56%","1","0.03%","2.44%","41","0.08%"
"Worth County","131","0.27%","92.91%","10","0.25%","7.09%","141","0.27%"
"Total Reported","48,833","100.00%","92.44%","3,994","100.00%","7.56%","52,827","100.00%"
