"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,018","45.56%","94.45%","1,234","37.82%","5.55%","22,252","45.05%"
"Sex Crime","6,959","15.09%","98.74%","89","2.73%","1.26%","7,048","14.27%"
"Property","8,977","19.46%","89.17%","1,090","33.40%","10.83%","10,067","20.38%"
"Drug","6,831","14.81%","90.36%","729","22.34%","9.64%","7,560","15.31%"
"Habit/DUI","198",".43%","97.06%","6",".18%","2.94%","204",".41%"
"Other","2,146","4.65%","94.91%","115","3.52%","5.09%","2,261","4.58%"
"Total Reported","46,129","100%","93.39%","3,263","100%","6.61%","49,392","100%"
