"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,893","49.55%","94.13%","1,552","43.28%","5.87%","26,445","49.13%"
"Sex Crime","8,205","16.33%","98.50%","125","3.49%","1.50%","8,330","15.48%"
"Property","9,268","18.45%","89.48%","1,090","30.40%","10.52%","10,358","19.24%"
"Drug","5,779","11.50%","89.69%","664","18.52%","10.31%","6,443","11.97%"
"Habit/DUI","91",".18%","83.49%","18",".50%","16.51%","109",".20%"
"Other","2,003","3.99%","93.60%","137","3.82%","6.40%","2,140","3.98%"
"Total Reported","50,239","100%","93.34%","3,586","100%","6.66%","53,825","100%"
