"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,280","51.12%","94.07%","1,594","43.78%","5.93%","26,874","50.61%"
"Sex Crime","8,194","16.57%","98.41%","132","3.63%","1.59%","8,326","15.68%"
"Property","8,354","16.89%","89.13%","1,019","27.99%","10.87%","9,373","17.65%"
"Drug","5,434","10.99%","88.39%","714","19.61%","11.61%","6,148","11.58%"
"Habit/DUI","97",".20%","89.81%","11",".30%","10.19%","108",".20%"
"Other","2,097","4.24%","92.46%","171","4.70%","7.54%","2,268","4.27%"
"Total Reported","49,456","100%","93.14%","3,641","100%","6.86%","53,097","100%"
