"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,009","51.40%","94.05%","1,645","43.15%","5.95%","27,654","50.82%"
"Sex Crime","8,224","16.25%","98.40%","134","3.52%","1.60%","8,358","15.36%"
"Property","8,343","16.49%","88.91%","1,041","27.31%","11.09%","9,384","17.25%"
"Drug","5,570","11.01%","87.68%","783","20.54%","12.32%","6,353","11.68%"
"Habit/DUI","97",".19%","88.99%","12",".31%","11.01%","109",".20%"
"Other","2,356","4.66%","92.28%","197","5.17%","7.72%","2,553","4.69%"
"Total Reported","50,599","100%","92.99%","3,812","100%","7.01%","54,411","100%"
