"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,821","48.47%","94.24%","1,518","40.69%","5.76%","26,339","47.94%"
"Sex Crime","8,196","16.00%","98.55%","121","3.24%","1.45%","8,317","15.14%"
"Property","9,999","19.53%","89.32%","1,195","32.03%","10.68%","11,194","20.37%"
"Drug","6,103","11.92%","89.17%","741","19.86%","10.83%","6,844","12.46%"
"Habit/DUI","93",".18%","82.30%","20",".54%","17.70%","113",".21%"
"Other","1,999","3.90%","93.63%","136","3.65%","6.37%","2,135","3.89%"
"Total Reported","51,211","100%","93.21%","3,731","100%","6.79%","54,942","100%"
