"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,990","46.91%","94.28%","1,394","37.91%","5.72%","24,384","46.28%"
"Sex Crime","7,692","15.70%","98.54%","114","3.10%","1.46%","7,806","14.82%"
"Property","9,173","18.72%","88.30%","1,215","33.04%","11.70%","10,388","19.72%"
"Drug","7,133","14.56%","89.62%","826","22.46%","10.38%","7,959","15.11%"
"Habit/DUI","99",".20%","93.40%","7",".19%","6.60%","106",".20%"
"Other","1,920","3.92%","94.07%","121","3.29%","5.93%","2,041","3.87%"
"Total Reported","49,007","100%","93.02%","3,677","100%","6.98%","52,684","100%"
