"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,094","47.57%","94.37%","1,377","38.93%","5.63%","24,471","46.99%"
"Sex Crime","7,641","15.74%","98.59%","109","3.08%","1.41%","7,750","14.88%"
"Property","9,009","18.56%","88.63%","1,156","32.68%","11.37%","10,165","19.52%"
"Drug","6,757","13.92%","89.81%","767","21.69%","10.19%","7,524","14.45%"
"Habit/DUI","120",".25%","94.49%","7",".20%","5.51%","127",".24%"
"Other","1,922","3.96%","94.08%","121","3.42%","5.92%","2,043","3.92%"
"Total Reported","48,543","100%","93.21%","3,537","100%","6.79%","52,080","100%"
