"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,762","52.45%","93.82%","1,763","44.75%","6.18%","28,525","51.90%"
"Sex Crime","8,641","16.94%","98.39%","141","3.58%","1.61%","8,782","15.98%"
"Property","7,524","14.75%","89.15%","916","23.25%","10.85%","8,440","15.36%"
"Drug","5,337","10.46%","85.76%","886","22.49%","14.24%","6,223","11.32%"
"Habit/DUI","99",".19%","88.39%","13",".33%","11.61%","112",".20%"
"Other","2,656","5.21%","92.32%","221","5.61%","7.68%","2,877","5.23%"
"Total Reported","51,019","100%","92.83%","3,940","100%","7.17%","54,959","100%"
