"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","20,997","44.35%","94.34%","1,260","37.08%","5.66%","22,257","43.86%"
"Sex Crime","7,141","15.08%","98.69%","95","2.80%","1.31%","7,236","14.26%"
"Property","9,049","19.11%","89.07%","1,110","32.67%","10.93%","10,159","20.02%"
"Drug","7,745","16.36%","90.57%","806","23.72%","9.43%","8,551","16.85%"
"Habit/DUI","172",".36%","96.63%","6",".18%","3.37%","178",".35%"
"Other","2,244","4.74%","94.88%","121","3.56%","5.12%","2,365","4.66%"
"Total Reported","47,348","100%","93.3%","3,398","100%","6.7%","50,746","100%"
