"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,946","56.38%","93.39%","1,907","50.17%","6.61%","28,853","55.93%"
"Sex Crime","9,088","19.02%","98.41%","147","3.87%","1.59%","9,235","17.90%"
"Property","4,686","9.81%","88.35%","618","16.26%","11.65%","5,304","10.28%"
"Drug","4,067","8.51%","82.76%","847","22.28%","17.24%","4,914","9.52%"
"Habit/DUI","73",".15%","83.91%","14",".37%","16.09%","87",".17%"
"Other","2,930","6.13%","91.62%","268","7.05%","8.38%","3,198","6.20%"
"Total Reported","47,790","100%","92.63%","3,801","100%","7.37%","51,591","100%"
