"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,937","50.29%","94.16%","1,547","43.77%","5.84%","26,484","49.86%"
"Sex Crime","8,257","16.65%","98.56%","121","3.42%","1.44%","8,378","15.77%"
"Property","8,979","18.11%","89.50%","1,053","29.80%","10.50%","10,032","18.89%"
"Drug","5,345","10.78%","89.29%","641","18.14%","10.71%","5,986","11.27%"
"Habit/DUI","102",".21%","85.00%","18",".51%","15.00%","120",".23%"
"Other","1,967","3.97%","92.74%","154","4.36%","7.26%","2,121","3.99%"
"Total Reported","49,587","100%","93.35%","3,534","100%","6.65%","53,121","100%"
