"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,614","56.70%","93.14%","2,033","51.14%","6.86%","29,647","56.28%"
"Sex Crime","9,193","18.87%","98.45%","145","3.65%","1.55%","9,338","17.73%"
"Property","4,694","9.64%","87.82%","651","16.38%","12.18%","5,345","10.15%"
"Drug","4,036","8.29%","82.49%","857","21.56%","17.51%","4,893","9.29%"
"Habit/DUI","73",".15%","82.95%","15",".38%","17.05%","88",".17%"
"Other","3,095","6.35%","91.87%","274","6.89%","8.13%","3,369","6.40%"
"Total Reported","48,705","100%","92.45%","3,975","100%","7.55%","52,680","100%"
