"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,697","49.29%","94.02%","1,570","43.88%","5.98%","26,267","48.93%"
"Sex Crime","8,233","16.43%","98.47%","128","3.58%","1.53%","8,361","15.57%"
"Property","9,197","18.35%","89.74%","1,051","29.37%","10.26%","10,248","19.09%"
"Drug","5,661","11.30%","89.54%","661","18.47%","10.46%","6,322","11.78%"
"Habit/DUI","105",".21%","89.74%","12",".34%","10.26%","117",".22%"
"Other","2,215","4.42%","93.42%","156","4.36%","6.58%","2,371","4.42%"
"Total Reported","50,108","100%","93.34%","3,578","100%","6.66%","53,686","100%"
