"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,908","55.60%","93.75%","1,660","50.23%","6.25%","26,568","55.23%"
"Sex Crime","8,361","18.66%","98.39%","137","4.15%","1.61%","8,498","17.66%"
"Property","5,001","11.16%","89.59%","581","17.58%","10.41%","5,582","11.60%"
"Drug","3,951","8.82%","85.28%","682","20.64%","14.72%","4,633","9.63%"
"Habit/DUI","90",".20%","90.91%","9",".27%","9.09%","99",".21%"
"Other","2,491","5.56%","91.35%","236","7.14%","8.65%","2,727","5.67%"
"Total Reported","44,802","100%","93.13%","3,305","100%","6.87%","48,107","100%"
