"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,860","56.6%","93.03%","2,087","51.14%","6.97%","29,947","56.18%"
"Sex Crime","9,335","18.96%","98.44%","148","3.63%","1.56%","9,483","17.79%"
"Property","4,773","9.7%","87.37%","690","16.91%","12.63%","5,463","10.25%"
"Drug","4,015","8.16%","82.77%","836","20.49%","17.23%","4,851","9.1%"
"Habit/DUI","74","0.15%","85.06%","13","0.32%","14.94%","87","0.16%"
"Other","3,168","6.44%","91.17%","307","7.52%","8.83%","3,475","6.52%"
"Total Reported","49,225","100.00%","92.34%","4,081","100.00%","7.66%","53,306","100.00%"
