"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,510","47.23%","94.46%","1,379","39.04%","5.54%","24,889","46.68%"
"Sex Crime","7,696","15.46%","98.62%","108","3.06%","1.38%","7,804","14.64%"
"Property","9,599","19.28%","89.15%","1,168","33.07%","10.85%","10,767","20.20%"
"Drug","6,784","13.63%","90.09%","746","21.12%","9.91%","7,530","14.12%"
"Habit/DUI","127",".26%","95.49%","6",".17%","4.51%","133",".25%"
"Other","2,066","4.15%","94.29%","125","3.54%","5.71%","2,191","4.11%"
"Total Reported","49,782","100%","93.38%","3,532","100%","6.62%","53,314","100%"
